#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2933056.1         -          nacht_mafft_aligned  -             0.0018   17.3   0.1    0.0045   15.9   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g4034, partial [Candolleomyces eurysporus]
KAJ2936131.1         -          nacht_mafft_aligned  -             0.0018   17.3   0.0    0.0025   16.7   0.0   1.3   1   1   0   1   1   1   1 hypothetical protein H1R20_g964, partial [Candolleomyces eurysporus]
KAJ2926316.1         -          nacht_mafft_aligned  -             0.0019   17.2   0.0    0.0026   16.7   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g10766, partial [Candolleomyces eurysporus]
KAJ2928416.1         -          nacht_mafft_aligned  -              0.002   17.1   0.0    0.0033   16.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8684, partial [Candolleomyces eurysporus]
KAJ2926050.1         -          nacht_mafft_aligned  -             0.0021   17.0   0.0     0.052   12.4   0.0   2.2   2   0   0   2   2   2   1 hypothetical protein H1R20_g11042, partial [Candolleomyces eurysporus]
KAJ2920936.1         -          nacht_mafft_aligned  -             0.0025   16.8   0.0    0.0038   16.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g16158, partial [Candolleomyces eurysporus]
KAJ2923301.1         -          nacht_mafft_aligned  -             0.0025   16.8   0.0      0.17   10.7   0.0   2.2   1   1   0   2   2   2   1 hypothetical protein H1R20_g13795, partial [Candolleomyces eurysporus]
KAJ2932068.1         -          nacht_mafft_aligned  -             0.0025   16.8   0.0    0.0065   15.4   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g5020, partial [Candolleomyces eurysporus]
KAJ2934815.1         -          nacht_mafft_aligned  -             0.0026   16.7   0.0    0.0037   16.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g2227, partial [Candolleomyces eurysporus]
KAJ2923210.1         -          nacht_mafft_aligned  -             0.0026   16.7   0.0    0.0037   16.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13884, partial [Candolleomyces eurysporus]
KAJ2933291.1         -          nacht_mafft_aligned  -             0.0032   16.4   0.0    0.0045   15.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3856, partial [Candolleomyces eurysporus]
KAJ2929560.1         -          nacht_mafft_aligned  -             0.0038   16.2   0.0     0.006   15.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7541, partial [Candolleomyces eurysporus]
KAJ2920756.1         -          nacht_mafft_aligned  -             0.0038   16.2   0.0    0.0069   15.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g16339, partial [Candolleomyces eurysporus]
KAJ2921744.1         -          nacht_mafft_aligned  -             0.0039   16.2   0.0    0.0061   15.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15356, partial [Candolleomyces eurysporus]
KAJ2928105.1         -          nacht_mafft_aligned  -             0.0039   16.1   0.1    0.0057   15.6   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8997, partial [Candolleomyces eurysporus]
KAJ2927390.1         -          nacht_mafft_aligned  -             0.0039   16.1   0.0    0.0061   15.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9700, partial [Candolleomyces eurysporus]
KAJ2930960.1         -          nacht_mafft_aligned  -             0.0039   16.1   0.0    0.0054   15.7   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g6107, partial [Candolleomyces eurysporus]
KAJ2931120.1         -          nacht_mafft_aligned  -              0.004   16.1   0.0    0.0077   15.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g5988, partial [Candolleomyces eurysporus]
KAJ2924891.1         -          nacht_mafft_aligned  -             0.0043   16.0   0.0    0.0061   15.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12204, partial [Candolleomyces eurysporus]
KAJ2932870.1         -          nacht_mafft_aligned  -             0.0043   16.0   0.0    0.0061   15.5   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g4237, partial [Candolleomyces eurysporus]
KAJ2924168.1         -          nacht_mafft_aligned  -             0.0043   16.0   0.0    0.0045   15.9   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein H1R20_g12926, partial [Candolleomyces eurysporus]
KAJ2920533.1         -          nacht_mafft_aligned  -             0.0051   15.8   0.0    0.0097   14.8   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g16561, partial [Candolleomyces eurysporus]
KAJ2934191.1         -          nacht_mafft_aligned  -             0.0052   15.7   0.0     0.013   14.4   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g2896, partial [Candolleomyces eurysporus]
KAJ2926168.1         -          nacht_mafft_aligned  -             0.0054   15.7   0.0    0.0093   14.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10923, partial [Candolleomyces eurysporus]
KAJ2928518.1         -          nacht_mafft_aligned  -             0.0055   15.7   0.0    0.0086   15.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8604, partial [Candolleomyces eurysporus]
KAJ2929897.1         -          nacht_mafft_aligned  -             0.0055   15.6   0.0    0.0089   15.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7218, partial [Candolleomyces eurysporus]
KAJ2934095.1         -          nacht_mafft_aligned  -             0.0056   15.6   0.2     0.045   12.6   0.1   2.0   2   0   0   2   2   1   1 hypothetical protein H1R20_g3008, partial [Candolleomyces eurysporus]
KAJ2933055.1         -          nacht_mafft_aligned  -              0.006   15.5   0.0      0.01   14.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4036, partial [Candolleomyces eurysporus]
KAJ2936007.1         -          nacht_mafft_aligned  -             0.0061   15.5   0.0    0.0091   14.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1083, partial [Candolleomyces eurysporus]
KAJ2921574.1         -          nacht_mafft_aligned  -             0.0074   15.2   0.0    0.0093   14.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15522, partial [Candolleomyces eurysporus]
KAJ2936539.1         -          nacht_mafft_aligned  -             0.0074   15.2   0.3     0.013   14.4   0.3   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g553, partial [Candolleomyces eurysporus]
KAJ2934089.1         -          nacht_mafft_aligned  -             0.0078   15.2   0.1     0.011   14.7   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3005, partial [Candolleomyces eurysporus]
KAJ2925364.1         -          nacht_mafft_aligned  -             0.0079   15.1   0.0     0.012   14.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11669, partial [Candolleomyces eurysporus]
KAJ2924697.1         -          nacht_mafft_aligned  -             0.0079   15.1   0.0     0.012   14.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12406, partial [Candolleomyces eurysporus]
KAJ2929277.1         -          nacht_mafft_aligned  -             0.0082   15.1   0.2     0.041   12.8   0.2   1.9   1   1   0   1   1   1   1 hypothetical protein H1R20_g7812, partial [Candolleomyces eurysporus]
KAJ2923855.1         -          nacht_mafft_aligned  -             0.0083   15.1   0.1     0.013   14.5   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13235, partial [Candolleomyces eurysporus]
KAJ2923876.1         -          nacht_mafft_aligned  -             0.0085   15.0   0.0     0.013   14.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13213, partial [Candolleomyces eurysporus]
KAJ2930429.1         -          nacht_mafft_aligned  -             0.0088   15.0   0.0     0.016   14.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g6663, partial [Candolleomyces eurysporus]
KAJ2925835.1         -          nacht_mafft_aligned  -             0.0089   15.0   0.1     0.012   14.5   0.1   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11262, partial [Candolleomyces eurysporus]
KAJ2922213.1         -          nacht_mafft_aligned  -             0.0092   14.9   0.0     0.014   14.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14885, partial [Candolleomyces eurysporus]
KAJ2935939.1         -          nacht_mafft_aligned  -               0.01   14.8   0.4     0.016   14.1   0.4   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g1151, partial [Candolleomyces eurysporus]
KAJ2925437.1         -          nacht_mafft_aligned  -              0.011   14.6   0.1     0.017   14.0   0.1   1.5   1   1   0   1   1   1   0 hypothetical protein H1R20_g11654, partial [Candolleomyces eurysporus]
KAJ2930667.1         -          nacht_mafft_aligned  -              0.011   14.6   0.1     0.018   14.0   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g6430, partial [Candolleomyces eurysporus]
KAJ2924210.1         -          nacht_mafft_aligned  -              0.012   14.5   0.0     0.018   14.0   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g12892, partial [Candolleomyces eurysporus]
KAJ2923007.1         -          nacht_mafft_aligned  -              0.014   14.3   0.1     0.026   13.4   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein H1R20_g14086, partial [Candolleomyces eurysporus]
KAJ2927661.1         -          nacht_mafft_aligned  -              0.014   14.3   0.0     0.025   13.5   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g9437, partial [Candolleomyces eurysporus]
KAJ2932698.1         -          nacht_mafft_aligned  -              0.014   14.3   0.1      0.02   13.8   0.1   1.1   1   0   0   1   1   1   0 hypothetical protein H1R20_g4388, partial [Candolleomyces eurysporus]
KAJ2930467.1         -          nacht_mafft_aligned  -              0.014   14.3   0.1     0.027   13.4   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein H1R20_g6620, partial [Candolleomyces eurysporus]
KAJ2927313.1         -          nacht_mafft_aligned  -              0.015   14.2   0.0     0.025   13.5   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g9783, partial [Candolleomyces eurysporus]
KAJ2936445.1         -          nacht_mafft_aligned  -              0.017   14.1   0.1     0.026   13.4   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g648, partial [Candolleomyces eurysporus]
KAJ2934088.1         -          nacht_mafft_aligned  -              0.017   14.0   0.2     0.025   13.5   0.2   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g3006, partial [Candolleomyces eurysporus]
KAJ2934125.1         -          nacht_mafft_aligned  -              0.017   14.0   0.1     0.025   13.5   0.1   1.1   1   0   0   1   1   1   0 hypothetical protein H1R20_g3016, partial [Candolleomyces eurysporus]
KAJ2933427.1         -          nacht_mafft_aligned  -              0.019   13.9   0.0     0.038   12.9   0.0   1.4   1   0   0   1   1   1   0 hypothetical protein H1R20_g3683, partial [Candolleomyces eurysporus]
KAJ2927001.1         -          nacht_mafft_aligned  -               0.02   13.8   0.1     0.032   13.1   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g10107, partial [Candolleomyces eurysporus]
KAJ2936783.1         -          nacht_mafft_aligned  -               0.02   13.8   0.0     0.029   13.3   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g302, partial [Candolleomyces eurysporus]
KAJ2933290.1         -          nacht_mafft_aligned  -              0.023   13.6   0.0     0.034   13.0   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g3855, partial [Candolleomyces eurysporus]
KAJ2924689.1         -          nacht_mafft_aligned  -              0.023   13.6   0.1     0.036   12.9   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g12408, partial [Candolleomyces eurysporus]
KAJ2923480.1         -          nacht_mafft_aligned  -              0.023   13.6   0.1     0.036   13.0   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g13619, partial [Candolleomyces eurysporus]
KAJ2924502.1         -          nacht_mafft_aligned  -              0.024   13.6   0.0     0.042   12.8   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g12592, partial [Candolleomyces eurysporus]
KAJ2930657.1         -          nacht_mafft_aligned  -              0.024   13.5   0.1      0.04   12.8   0.1   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g6445, partial [Candolleomyces eurysporus]
KAJ2930140.1         -          nacht_mafft_aligned  -              0.024   13.5   0.1     0.036   13.0   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g6951, partial [Candolleomyces eurysporus]
KAJ2934174.1         -          nacht_mafft_aligned  -              0.029   13.3   0.3      0.13   11.1   0.3   1.9   1   1   0   1   1   1   0 hypothetical protein H1R20_g2886, partial [Candolleomyces eurysporus]
KAJ2936170.1         -          nacht_mafft_aligned  -              0.029   13.3   0.2     0.054   12.4   0.2   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g925, partial [Candolleomyces eurysporus]
KAJ2921289.1         -          nacht_mafft_aligned  -              0.033   13.1   0.0     0.044   12.7   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g15807, partial [Candolleomyces eurysporus]
KAJ2923602.1         -          nacht_mafft_aligned  -              0.033   13.1   0.0     0.052   12.4   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g13493, partial [Candolleomyces eurysporus]
KAJ2934816.1         -          nacht_mafft_aligned  -              0.036   13.0   0.0     0.047   12.6   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g2228, partial [Candolleomyces eurysporus]
KAJ2936151.1         -          nacht_mafft_aligned  -              0.038   12.9   0.0     0.065   12.1   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g950, partial [Candolleomyces eurysporus]
KAJ2930991.1         -          nacht_mafft_aligned  -              0.038   12.9   0.0     0.052   12.4   0.0   1.1   1   0   0   1   1   1   0 hypothetical protein H1R20_g6131, partial [Candolleomyces eurysporus]
KAJ2928234.1         -          nacht_mafft_aligned  -               0.04   12.8   0.0     0.086   11.7   0.0   1.5   1   0   0   1   1   1   0 hypothetical protein H1R20_g8863, partial [Candolleomyces eurysporus]
KAJ2922434.1         -          nacht_mafft_aligned  -              0.041   12.8   0.1      0.11   11.4   0.1   1.6   1   0   0   1   1   1   0 hypothetical protein H1R20_g14659, partial [Candolleomyces eurysporus]
KAJ2926885.1         -          nacht_mafft_aligned  -              0.042   12.7   0.1     0.086   11.7   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein H1R20_g10217, partial [Candolleomyces eurysporus]
KAJ2934084.1         -          nacht_mafft_aligned  -              0.043   12.7   0.0      0.11   11.3   0.0   1.6   2   0   0   2   2   1   0 hypothetical protein H1R20_g2986, partial [Candolleomyces eurysporus]
KAJ2932313.1         -          nacht_mafft_aligned  -              0.051   12.5   0.0     0.065   12.1   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g4780, partial [Candolleomyces eurysporus]
KAJ2925102.1         -          nacht_mafft_aligned  -              0.052   12.4   0.0     0.074   11.9   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g12002, partial [Candolleomyces eurysporus]
KAJ2935995.1         -          nacht_mafft_aligned  -              0.059   12.3   0.0     0.088   11.7   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g1099, partial [Candolleomyces eurysporus]
KAJ2925974.1         -          nacht_mafft_aligned  -              0.059   12.2   0.1     0.087   11.7   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g11117, partial [Candolleomyces eurysporus]
KAJ2925208.1         -          nacht_mafft_aligned  -              0.063   12.2   0.1       0.1   11.5   0.1   1.2   1   0   0   1   1   1   0 hypothetical protein H1R20_g11892, partial [Candolleomyces eurysporus]
KAJ2930984.1         -          nacht_mafft_aligned  -              0.064   12.1   0.0     0.086   11.7   0.0   1.1   1   0   0   1   1   1   0 hypothetical protein H1R20_g6106, partial [Candolleomyces eurysporus]
KAJ2935724.1         -          nacht_mafft_aligned  -              0.066   12.1   0.0      0.11   11.4   0.0   1.3   1   0   0   1   1   1   0 hypothetical protein H1R20_g1370, partial [Candolleomyces eurysporus]
KAJ2924898.1         -          nacht_mafft_aligned  -              0.078   11.9   0.0     0.095   11.6   0.0   1.1   1   0   0   1   1   1   0 hypothetical protein H1R20_g12203, partial [Candolleomyces eurysporus]
